,train_loss,train_acc,test_loss,test_acc,f1_score,correct,incorrect
0,6.26909157267788,0.3344298245614035,5.621191310882568,0.44375,0.1160617460212602,213,236
1,5.201860160158391,0.506578947368421,4.664990297953287,0.61875,0.2889686770818846,266,183
2,4.488200204414234,0.6036184210526315,4.108425108591716,0.63125,0.36440713978307965,272,177
3,3.9854710353048226,0.5986842105263158,3.714126141866048,0.6,0.4097437888198758,257,192
4,3.6665684172981665,0.59375,3.4418503761291506,0.5833333333333334,0.3901548647426615,249,200
5,3.4188421483625446,0.6080043859649122,3.2148969968159995,0.6770833333333334,0.6510679711914941,294,155
6,3.2440303041223895,0.6195175438596491,3.068292586008708,0.6708333333333333,0.6443554879567241,291,158
7,3.134152328758909,0.625,2.9752601146698,0.6583333333333333,0.6263497695966093,285,164
8,3.0328474546733655,0.6513157894736842,2.8875862757364907,0.6875,0.6646195339276124,299,150
9,2.9600296898892053,0.6398026315789473,2.8016247590382894,0.6791666666666667,0.6495098039215687,295,154
10,2.871841493405794,0.6551535087719298,2.7079740206400555,0.6916666666666667,0.6643327599641277,301,148
11,2.773237788886355,0.6759868421052632,2.60052916208903,0.7145833333333333,0.6967092618682175,312,137
12,2.6591171381766334,0.680921052631579,2.488082941373189,0.7375,0.722270085657212,323,126
13,2.5595205122964426,0.71875,2.4172202905019122,0.75625,0.7436247580181029,332,117
14,2.5068479797296357,0.7033991228070176,2.3520123958587646,0.775,0.7644104914301996,341,108
15,2.3965127844559517,0.6650219298245614,2.2660579840342203,0.6875,0.617785155890263,299,150
16,2.32182528679831,0.6787280701754386,2.2021015882492065,0.7958333333333333,0.7861475249461946,351,98
17,2.259410816326476,0.7456140350877193,2.152101182937622,0.7875,0.7734249689794283,347,102
18,2.1956886785072194,0.731359649122807,2.10735338528951,0.7583333333333333,0.7435805881488333,333,116
19,2.136438430401317,0.7335526315789473,2.0314316829045613,0.7854166666666667,0.7760632443841399,346,103
20,2.0693658339349845,0.7160087719298246,1.9779927253723144,0.7583333333333333,0.745185643169612,333,116
21,2.0168457386786476,0.725328947368421,1.9234445174535115,0.775,0.7662496580783186,341,108
22,1.9714960863715725,0.7516447368421053,1.87629185517629,0.7729166666666667,0.7616888006674839,340,109
23,1.920602426194308,0.762609649122807,1.8398186763127644,0.7729166666666667,0.7623912749357347,340,109
24,1.8677463761547155,0.768640350877193,1.8024596929550172,0.7625,0.7494595312669564,335,114
25,1.807682802802638,0.7680921052631579,1.744825808207194,0.7708333333333334,0.758443607226336,339,110
26,1.7933473336069208,0.75,1.6994617938995362,0.7770833333333333,0.7664963904071608,342,107
27,1.743163171567415,0.7807017543859649,1.6720581610997518,0.7770833333333333,0.7659727854375057,342,107
28,1.7006699139611763,0.7894736842105263,1.6369956413904825,0.7875,0.7781518444270122,347,102
29,1.6651305545840347,0.7796052631578947,1.6021289587020875,0.7875,0.7785554837892747,347,102
30,1.632659019085399,0.7960526315789473,1.59325430393219,0.7854166666666667,0.7769580042968697,346,103
31,1.6210962554864716,0.7982456140350878,1.560162035624186,0.7916666666666666,0.7819444444444444,349,100
32,1.5979257382844623,0.7889254385964912,1.5543921709060669,0.7875,0.7767038399768752,347,102
33,1.5709946155548096,0.8053728070175439,1.518378249804179,0.79375,0.7853110010222536,350,99
34,1.5547889701107092,0.8048245614035088,1.5106143951416016,0.8020833333333334,0.7919818024179044,354,95
35,1.55853169424492,0.8009868421052632,1.4813066482543946,0.8125,0.8040750949054424,359,90
36,1.5397035280863445,0.8015350877192983,1.4861396551132202,0.8083333333333333,0.7969288410667721,357,92
37,1.5224480273430807,0.805921052631579,1.4782866001129151,0.8041666666666667,0.7901175151783425,355,94
38,1.5015774400610673,0.8157894736842105,1.4529069105784098,0.8041666666666667,0.7955807187229692,355,94
39,1.5043699176687944,0.7960526315789473,1.4444841384887694,0.80625,0.7977719109440798,356,93
40,1.4999235031897562,0.805921052631579,1.4472031354904176,0.7979166666666667,0.7898311015471308,352,97
41,1.4732006328147755,0.8152412280701754,1.4133681058883667,0.8333333333333334,0.8241347350273762,369,80
42,1.4573430471252977,0.8223684210526315,1.4297113418579102,0.8104166666666667,0.7964654294886854,358,91
43,1.451592583405344,0.8262061403508771,1.3903560558954875,0.8416666666666667,0.8340068712107533,373,76
44,1.4449397555568761,0.8152412280701754,1.3932114521662393,0.8291666666666667,0.8178368712956624,367,82
45,1.4480356919138055,0.8212719298245614,1.3789859692255655,0.8458333333333333,0.8355925331036014,375,74
46,1.432535066939237,0.8070175438596491,1.3847672462463378,0.83125,0.8228932841187864,368,81
47,1.4132434987185294,0.84375,1.3647401412328084,0.8479166666666667,0.8387725507547433,376,73
48,1.402110821322391,0.8404605263157895,1.3564340988794963,0.8416666666666667,0.8339525167014982,373,76
49,1.4062209003850032,0.8327850877192983,1.3736394802729288,0.8458333333333333,0.8338248022458549,375,74
